word             ,Weight      ,type
campaigning      ,-0.13       ,anger
cancer           ,-0.13       ,anger
carelessness     ,-0.13       ,anger
celebrity        ,-0.13       ,anger
claw             ,-0.13       ,anger
complain         ,-0.13       ,anger
complicate       ,-0.13       ,anger
confined         ,-0.13       ,anger
constraint       ,-0.13       ,anger
contradict       ,-0.13       ,anger
cracked          ,-0.13       ,anger
cranky           ,-0.13       ,anger
criticism        ,-0.13       ,anger
cussed           ,-0.13       ,anger
dabbling         ,-0.13       ,anger
death            ,-0.13       ,anger
depressed        ,-0.13       ,anger
derision         ,-0.13       ,anger
desist           ,-0.13       ,anger
detract          ,-0.13       ,anger
disagreement     ,-0.13       ,anger
disappointed     ,-0.13       ,anger
disapprove       ,-0.13       ,anger
discriminate     ,-0.13       ,anger
disgrace         ,-0.13       ,anger
disinformation   ,-0.13       ,anger
dislocated       ,-0.13       ,anger
dismay           ,-0.13       ,anger
dissolution      ,-0.13       ,anger
duress           ,-0.13       ,anger
enemy            ,-0.13       ,anger
eviction         ,-0.13       ,anger
failing          ,-0.13       ,anger
fear             ,-0.13       ,anger
flagrant         ,-0.13       ,anger
forbidding       ,-0.13       ,anger
force            ,-0.13       ,anger
hamstring        ,-0.13       ,anger
harassing        ,-0.13       ,anger
hardened         ,-0.13       ,anger
havoc            ,-0.13       ,anger
hiss             ,-0.13       ,anger
hoot             ,-0.13       ,anger
hot              ,-0.13       ,anger
ill              ,-0.13       ,anger
impotence        ,-0.13       ,anger
imprisonment     ,-0.13       ,anger
inattention      ,-0.13       ,anger
incredulous      ,-0.13       ,anger
incurable        ,-0.13       ,anger
indenture        ,-0.13       ,anger
infraction       ,-0.13       ,anger
inhibit          ,-0.13       ,anger
instinctive      ,-0.13       ,anger
insufficiency    ,-0.13       ,anger
interrupt        ,-0.13       ,anger
involution       ,-0.13       ,anger
irritating       ,-0.13       ,anger
lawlessness      ,-0.13       ,anger
limited          ,-0.13       ,anger
litigious        ,-0.13       ,anger
lonely           ,-0.13       ,anger
losing           ,-0.13       ,anger
lying            ,-0.13       ,anger
mangle           ,-0.13       ,anger
melodrama        ,-0.13       ,anger
misery           ,-0.13       ,anger
mislead          ,-0.13       ,anger
misplace         ,-0.13       ,anger
mistress         ,-0.13       ,anger
negation         ,-0.13       ,anger
noncompliance    ,-0.13       ,anger
notoriety        ,-0.13       ,anger
obstruct         ,-0.13       ,anger
overpriced       ,-0.13       ,anger
paucity          ,-0.13       ,anger
pernicious       ,-0.13       ,anger
perversion       ,-0.13       ,anger
picketing        ,-0.13       ,anger
pique            ,-0.13       ,anger
profane          ,-0.13       ,anger
psychosis        ,-0.13       ,anger
ransom           ,-0.13       ,anger
rascal           ,-0.13       ,anger
resentful        ,-0.13       ,anger
resisting        ,-0.13       ,anger
ridicule         ,-0.13       ,anger
segregate        ,-0.13       ,anger
shackle          ,-0.13       ,anger
shiver           ,-0.13       ,anger
shot             ,-0.13       ,anger
shun             ,-0.13       ,anger
smother          ,-0.13       ,anger
spine            ,-0.13       ,anger
stolen           ,-0.13       ,anger
strife           ,-0.13       ,anger
subjugation      ,-0.13       ,anger
sue              ,-0.13       ,anger
suspicious       ,-0.13       ,anger
tariff           ,-0.13       ,anger
tease            ,-0.13       ,anger
unequal          ,-0.13       ,anger
unfulfilled      ,-0.13       ,anger
unkind           ,-0.13       ,anger
unlawful         ,-0.13       ,anger
untrustworthy    ,-0.13       ,anger
vent             ,-0.13       ,anger
virulence        ,-0.13       ,anger
willful          ,-0.13       ,anger
wimpy            ,-0.13       ,anger
bully            ,-0.25       ,anger
disrespectful    ,-0.25       ,anger
overpowering     ,-0.25       ,anger
upheaval         ,-0.25       ,anger
aggravation      ,-0.25       ,anger
arguments        ,-0.25       ,anger
offended         ,-0.25       ,anger
provocation      ,-0.25       ,anger
recidivism       ,-0.25       ,anger
troll            ,-0.25       ,anger
unsettled        ,-0.25       ,anger
abhor            ,-0.25       ,anger
agitation        ,-0.25       ,anger
annoyance        ,-0.25       ,anger
curse            ,-0.25       ,anger
deceived         ,-0.25       ,anger
enmity           ,-0.25       ,anger
feeling          ,-0.25       ,anger
grated           ,-0.25       ,anger
halter           ,-0.25       ,anger
harshness        ,-0.25       ,anger
hate             ,-0.25       ,anger
horrid           ,-0.25       ,anger
inappropriate    ,-0.25       ,anger
inconvenient     ,-0.25       ,anger
miserable        ,-0.25       ,anger
pest             ,-0.25       ,anger
senseless        ,-0.25       ,anger
suffocation      ,-0.25       ,anger
vermin           ,-0.25       ,anger
accusing         ,-0.25       ,anger
bitterly         ,-0.25       ,anger
bogus            ,-0.25       ,anger
bombardment      ,-0.25       ,anger
brunt            ,-0.25       ,anger
bummer           ,-0.25       ,anger
cad              ,-0.25       ,anger
conflagration    ,-0.25       ,anger
contemptible     ,-0.25       ,anger
copycat          ,-0.25       ,anger
cursing          ,-0.25       ,anger
delay            ,-0.25       ,anger
delinquent       ,-0.25       ,anger
delusion         ,-0.25       ,anger
deserted         ,-0.25       ,anger
disagreeing      ,-0.25       ,anger
discord          ,-0.25       ,anger
disgraceful      ,-0.25       ,anger
dishonest        ,-0.25       ,anger
disillusionment  ,-0.25       ,anger
displaced        ,-0.25       ,anger
disqualified     ,-0.25       ,anger
elf              ,-0.25       ,anger
fib              ,-0.25       ,anger
fraud            ,-0.25       ,anger
grab             ,-0.25       ,anger
grating          ,-0.25       ,anger
grievance        ,-0.25       ,anger
humiliate        ,-0.25       ,anger
illegitimate     ,-0.25       ,anger
immoral          ,-0.25       ,anger
incompatible     ,-0.25       ,anger
indifference     ,-0.25       ,anger
infantile        ,-0.25       ,anger
insult           ,-0.25       ,anger
interminable     ,-0.25       ,anger
intolerance      ,-0.25       ,anger
intrusive        ,-0.25       ,anger
irreconcilable   ,-0.25       ,anger
lash             ,-0.25       ,anger
lie              ,-0.25       ,anger
malicious        ,-0.25       ,anger
moody            ,-0.25       ,anger
mosquito         ,-0.25       ,anger
mutter           ,-0.25       ,anger
obscenity        ,-0.25       ,anger
prison           ,-0.25       ,anger
rabble           ,-0.25       ,anger
repudiation      ,-0.25       ,anger
shoddy           ,-0.25       ,anger
shrill           ,-0.25       ,anger
smell            ,-0.25       ,anger
touchy           ,-0.25       ,anger
trickery         ,-0.25       ,anger
ultimatum        ,-0.25       ,anger
upset            ,-0.25       ,anger
indignation      ,-0.38       ,anger
grievous         ,-0.38       ,anger
irritation       ,-0.38       ,anger
irritability     ,-0.38       ,anger
misbehavior      ,-0.38       ,anger
anguish          ,-0.38       ,anger
atrocious        ,-0.38       ,anger
bothering        ,-0.38       ,anger
disdain          ,-0.38       ,anger
disturbance      ,-0.38       ,anger
glare            ,-0.38       ,anger
haughty          ,-0.38       ,anger
misleading       ,-0.38       ,anger
obnoxious        ,-0.38       ,anger
ordeal           ,-0.38       ,anger
unforgiving      ,-0.38       ,anger
unfriendly       ,-0.38       ,anger
argumentation    ,-0.38       ,anger
blemish          ,-0.38       ,anger
bugaboo          ,-0.38       ,anger
cacophony        ,-0.38       ,anger
complaint        ,-0.38       ,anger
condescension    ,-0.38       ,anger
demand           ,-0.38       ,anger
grumble          ,-0.38       ,anger
grumpy           ,-0.38       ,anger
hurting          ,-0.38       ,anger
loudness         ,-0.38       ,anger
misunderstanding ,-0.38       ,anger
oust             ,-0.38       ,anger
phony            ,-0.38       ,anger
slur             ,-0.38       ,anger
spat             ,-0.38       ,anger
squelch          ,-0.38       ,anger
tumultuous       ,-0.38       ,anger
unfair           ,-0.38       ,anger
unjustifiable    ,-0.38       ,anger
contempt         ,-0.5        ,anger
distress         ,-0.5        ,anger
frustrated       ,-0.5        ,anger
provoking        ,-0.5        ,anger
ridiculous       ,-0.5        ,anger
teasing          ,-0.5        ,anger
confusion        ,-0.5        ,anger
disreputable     ,-0.5        ,anger
disruption       ,-0.5        ,anger
distracted       ,-0.5        ,anger
encumbrance      ,-0.5        ,anger
frustrate        ,-0.5        ,anger
fuss             ,-0.5        ,anger
sneer            ,-0.5        ,anger
unruly           ,-0.5        ,anger
unsympathetic    ,-0.5        ,anger
worthless        ,-0.5        ,anger
displeased       ,-0.63       ,anger
unjust           ,-0.63       ,anger
inconsiderate    ,-0.63       ,anger
nag              ,-0.63       ,anger
nuisance         ,-0.63       ,anger
dislike          ,-0.75       ,anger
badger           ,-0.75       ,anger
distracting      ,-1.0        ,anger
dutiful          ,1.0         ,anticipation
prerequisite     ,0.8         ,anticipation
vigilance        ,0.8         ,anticipation
anxiety          ,0.8         ,anticipation
feeling          ,0.8         ,anticipation
fate             ,0.6         ,anticipation
judiciary        ,0.6         ,anticipation
preparation      ,0.6         ,anticipation
risky            ,0.6         ,anticipation
vigil            ,0.6         ,anticipation
anxious          ,0.6         ,anticipation
chicane          ,0.6         ,anticipation
clock            ,0.6         ,anticipation
expedition       ,0.6         ,anticipation
oracle           ,0.6         ,anticipation
peril            ,0.6         ,anticipation
prophet          ,0.6         ,anticipation
sorcery          ,0.6         ,anticipation
stealthy         ,0.6         ,anticipation
undying          ,0.6         ,anticipation
unsurpassed      ,0.6         ,anticipation
wait             ,0.6         ,anticipation
preparedness     ,0.4         ,anticipation
alerts           ,0.4         ,anticipation
investigation    ,0.4         ,anticipation
sharpen          ,0.4         ,anticipation
forming          ,0.4         ,anticipation
recognizable     ,0.4         ,anticipation
urgent           ,0.4         ,anticipation
await            ,0.4         ,anticipation
